customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0171-NASMM,Male,0,No,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,66.45,2814.28,No
0172-DAQHB,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,83.38,4183.35,No
0173-HGZZB,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),78.97,238.26,Yes
0174-VVCRL,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.72,2581.37,No
0175-AVLEY,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.1,313.49,Yes
0176-QPOWO,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,67.18,1168.07,Yes
0177-EUNBK,Female,1,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.31,3207.52,Yes
0178-SGFBF,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,84.05,1124.28,No
0179-RBROS,Female,0,No,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.01,3052.31,Yes
0180-BTYFA,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,66.27,902.17,No
0181-XOWJS,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.75,1041.72,No
0182-QEDJX,Female,0,No,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.54,4157.74,No
0183-QJQTX,Female,1,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,55.18,3988.79,No
0184-EBFUB,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.66,4812.68,Yes
0185-MKKPK,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),79.81,4362.22,No
0186-SOYWW,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.44,1834.51,Yes
0187-PKVPH,Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),79.23,2844.01,Yes
0188-DHDXY,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),60.02,3343.65,No
0189-CCRZS,Female,0,Yes,Yes,43,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,52.57,2285.72,No
0190-SUERJ,Male,0,Yes,No,33,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,74.06,2404.2,No
0191-VUFAE,Female,0,Yes,Yes,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.72,2796.73,Yes
0192-ILZNB,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,73.8,5019.07,No
0193-QNZMI,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,57.48,557.41,Yes
0194-ZYOYV,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.59,958.22,Yes
0195-OXKPQ,Female,0,Yes,No,40,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,55.53,2094.91,No
0196-ZDAHQ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,73.64,146.33,Yes
0197-CTOOX,Female,0,No,Yes,64,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),42.3,2720.91,No
0198-VNZWN,Male,0,No,No,39,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),58.06,2285.54,No
0199-XBMZN,Female,0,No,No,64,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,42.05,2645.82,No
0200-XSGCO,Male,0,No,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),49.43,3394.83,No
0201-WNKOM,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.15,826.85,No
0202-RZFCS,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),71.54,5085.02,No
0203-OYWEJ,Female,1,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.78,1284.27,No
0204-GYQGV,Male,0,No,Yes,42,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,36.89,1522.39,No
0205-ZLYQM,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,67.63,3578.74,No
0206-TYDJC,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),46.25,1303.26,No
0207-IMROD,Male,0,No,Yes,40,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,56.65,2237.55,No
0208-OVBOH,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.25,3638.38,Yes
0209-HQLSJ,Female,1,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,65.84,2410.62,No
0210-IEFTZ,Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),39.86,206.9,No
0211-BXMFE,Male,0,No,No,36,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),67.81,2519.25,Yes
0212-YAUVU,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.51,18.8,No
0213-FFWPD,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),79.51,638.08,No
0214-KXWIW,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,67.19,1639.55,No
0215-CSHED,Male,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,48.5,820.78,No
0216-XFBTK,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.52,4497.95,Yes
0217-DOFVQ,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.32,1573.89,Yes
0218-XFSYB,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.39,4518.34,No
0219-OKHZS,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,68.16,1238.62,Yes
0220-MLEFZ,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,60.55,2996.66,No
0221-VDSTA,Female,1,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,74.14,4744.93,No
0222-TQLOA,Male,0,Yes,No,19,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.71,1687.99,No
0223-ZNFEK,Male,0,No,No,61,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,53.6,3302.94,No
0224-DMKCA,Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,998.24,No
0225-FRXJE,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.86,1111.94,No
0226-WJLBM,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),73.44,4690.75,No
0227-HBTAE,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.64,1525.39,No
0228-IQIKO,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,1142.44,No
0229-XFWCQ,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.13,4224.29,No
0230-ELRNU,Male,0,Yes,No,39,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.35,1957.64,No
0231-XKIBL,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,70.51,3186.86,Yes
0232-CCAHV,Male,0,No,No,42,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,50.87,2151.47,Yes
0233-HKIEN,Male,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.5,93.43,No
0234-CUEES,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.23,4492.1,No
0235-NZDYM,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.08,754.75,No
0236-JYRHH,Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,60.91,420.1,Yes
0237-GHNSF,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.04,1936.25,Yes
0238-AWOAY,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,43.13,1077.58,No
0239-QAOWB,Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,64.64,3490.81,No
0240-NUHHS,Female,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,79.8,3179.45,No
0241-GSFFC,Female,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,67.77,4850.84,No
0242-GSHJT,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,1171.05,No
0243-OOATG,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.47,4565.53,Yes
0244-DFYAE,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.38,627.93,No
0245-WADVB,Male,1,No,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,89.43,6142.93,No
0246-JEJAV,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),69.53,3440.07,Yes
0247-FMODM,Male,1,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.04,3254.17,Yes
0248-XTXOH,Female,0,Yes,No,16,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),39.97,597.88,No
0249-EODLM,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,65.61,1308.1,No
0250-BSSDD,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,67.64,250.16,No
0251-ZKETK,Female,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1298.72,Yes
0252-JHFFH,Female,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),79.16,2866.29,No
0253-WOZNK,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1149.41,No
0254-LZMHR,Male,0,No,Yes,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),44.19,466.1,No
0255-YAOHK,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,90.72,1925.01,No
0256-LLDPD,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.32,24.79,No
0257-EXEHJ,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,81.5,1462.92,Yes
0258-QZIVS,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.53,2548.62,Yes
0259-NHIVK,Female,1,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,47.55,3151.28,No
0260-WANEU,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.13,170.61,No
0261-ZNDVW,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.6,945.18,No
0262-YAVWS,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.73,264.64,Yes
0263-HOUOI,Female,1,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,90.82,3863.11,No
0264-UIJTY,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,942.1,No
0265-UZICT,Male,0,No,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,43.51,1035.47,No
0266-YZKFB,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,68.76,1426.17,No
0267-GRBQK,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,660.91,No
0268-LSVXY,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,73.93,262.49,Yes
0269-GTFUX,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.72,4452.65,Yes
0270-AQKVZ,Female,0,No,No,17,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.84,1103.67,Yes
0271-RUQGQ,Male,0,No,No,34,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.05,1860.24,Yes
0272-TIQTV,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.83,124.53,No
0273-VHQGA,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.07,663.59,Yes
0274-MWSXS,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),68.84,125.96,Yes
0275-QMPHS,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),74.65,2320.97,No
0276-RANSO,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,98.94,2083.47,No
0277-RBVQR,Female,1,No,No,58,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.39,2868.88,No
0278-FSDAH,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.9,683.43,No
0279-WGCJJ,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),79.72,5466.08,No
0280-SNBAW,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.14,702.88,No
0281-WRGHA,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.33,18.8,No
0282-YWCXW,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.48,232.52,No
0283-HVYOE,Male,0,No,No,36,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),78.45,2848.84,Yes
0284-CSAOH,Female,0,No,Yes,39,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.74,2215.14,No
0285-BCXNX,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.55,327.63,No
0286-NKPDT,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,66.53,1222.97,No
0287-EVUNW,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,51.22,192.95,No
0288-PRGJG,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,79.92,2690.12,No
0289-AWUSP,Female,1,Yes,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,51.88,1712.87,Yes
0290-SDRBA,Female,1,Yes,No,66,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.13,3666.8,No
0291-OETKJ,Male,1,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),37.64,975.95,No
0292-BCWWL,Male,1,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.71,732.63,Yes
0293-TEEFI,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.05,2678.14,No
0294-BULCT,Male,1,Yes,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.58,1593.19,No
0295-ZVLXQ,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),47.5,2673.15,No
0296-JXNWQ,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),86.31,1352.66,No
0297-RSQNI,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,78.79,2303.5,Yes
0298-HBMYG,Male,0,Yes,No,53,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),48.6,2554.72,No
0299-IVVKN,Male,0,No,Yes,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.52,1854.06,No
0300-DZZMB,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.75,1667.43,No
0301-WEKFR,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,350.65,No
0302-UJDIF,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),45.16,818.5,No
0303-BQEYF,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.18,2276.17,No
0304-ZLWUJ,Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.83,2729.5,No
0305-VUYFH,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.24,2328.2,No
0306-BLMYU,Male,0,No,No,67,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,55.71,3748.98,No
0307-GJMQZ,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.02,1363.47,No
0308-UZNBV,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.31,1532.9,Yes
0309-KASUD,Female,0,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,54.47,3372.99,No
0310-SZUKH,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.0,3998.96,No
0311-KDQGH,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),78.16,3973.05,No
0312-CVBWO,Female,0,No,Yes,43,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,70.17,2998.1,No
0313-XVVEX,Female,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,565.76,No
0314-AZDOT,Female,1,No,No,62,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.93,2772.59,Yes
0315-SCTKQ,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,40.88,2911.92,No
0316-MKBIZ,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.92,4805.42,Yes
0317-BUIIH,Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,60.71,2079.43,Yes
0318-QAYKH,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,56.67,1478.77,No
0319-JYGCC,Female,1,No,No,35,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,67.19,2375.28,No
0320-RELLS,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,58.61,276.34,No
0321-FBLSE,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,989.78,No
0322-LQQJY,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,1416.59,No
0323-WQOLP,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,71.38,2557.55,Yes
0324-XSHUQ,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),48.54,2418.8,No
0325-WEVPF,Male,0,No,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,70.98,4921.8,No
0326-HYRYL,Male,0,No,No,25,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,63.29,1593.71,No
0327-OZIMZ,Male,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.36,1690.31,No
0328-OJPGQ,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,588.39,No
0329-WZUVZ,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.79,5241.7,No
